"id","filename","ident","name","type","frequency_khz","latitude_deg","longitude_deg","elevation_ft","iso_country","dme_frequency_khz","dme_channel","dme_latitude_deg","dme_longitude_deg","dme_elevation_ft","slaved_variation_deg","magnetic_variation_deg","usageType","power","associated_airport"
86328,"Boryspil_VOR-DME_UA","BRP","Boryspil","VOR-DME",115900,50.28559875488281,30.89929962158203,499,"UA",115900,"106X",50.2856,30.8993,499,,6.19,"BOTH","HIGH","UKBB"
86329,"Barreiras_VOR_BR","BRR","Barreiras","VOR",114300,-12.079999923706055,-45.007198333740234,2444,"BR",,,,,,-20.007,-21.315,"BOTH","HIGH","SNBR"
86332,"Brasilia_VOR-DME_BR","BRS","Brasilia","VOR-DME",115900,-15.873700141906738,-48.021400451660156,3974,"BR",115900,"106X",,,,-19.007,-20.138,"BOTH","HIGH","SBBR"
86335,"Biratnagar_VOR-DME_NP","BRT","Biratnagar","VOR-DME",114100,26.48080062866211,87.26309967041016,236,"NP",114100,"088X",,,,0.011,-0.074,"BOTH","HIGH","VNVT"
86336,"Bratsk_VOR-DME_RU","BRT","Bratsk","VOR-DME",113600,56.371700286865234,101.68699645996094,1608,"RU",113600,"083X",,,,0.007,-1.145,"BOTH","HIGH","UIBB"
86338,"Brunei_VOR-DME_BN","BRU","Brunei","VOR-DME",112000,4.874589920043945,114.88500213623047,229,"BN",112000,"057X",,,,0.007,0.277,"BOTH","HIGH","WBSB"
86341,"Brooke_VORTAC_US","BRV","Brooke","VORTAC",114500,38.336299896240234,-77.35289764404297,145,"US",114500,"092X",,,,-9.001,-10.184,"BOTH","MEDIUM",
86342,"Brasov_VOR-DME_RO","BRV","Brasov","VOR-DME",117600,45.56760025024414,25.564699172973633,5866,"RO",117600,"123X",,,,3.807,4.232,"BOTH","HIGH",
86343,"Barrow_VOR-DME_US","BRW","Barrow","VOR-DME",116200,71.27339935302734,-156.78799438476562,40,"US",116200,"109X",,,,25.001,20.29,"BOTH","HIGH","PABR"
86345,"Bray-sur-Seine_VOR-DME_FR","BRY","Bray-sur-Seine","VOR-DME",114100,48.40700149536133,3.2947800159454346,258,"FR",114100,"088X",,,,-2.007,-0.44,"BOTH","HIGH",
86346,"Yenisehir_VOR-DME_TR","BRY","Yenisehir","VOR-DME",115300,40.26250076293945,29.5939998626709,766,"TR",115300,"100X",,,,,4.144,"BOTH","MEDIUM","LTBR"
86357,"Beer-Sheba_VOR_IL","BSA","Beer-Sheba","VOR",114300,31.28619956970215,34.72129821777344,853,"IL",,,,,,2.007,3.365,"BOTH","HIGH",
86358,"Bou_Saada_VOR-DME_DZ","BSA","Bou Saada","VOR-DME",115900,35.51530075073242,4.401669979095459,1328,"DZ",115900,"106X",,,,,0.017,"BOTH","HIGH","DAAD"
86359,"Montichiari_VOR-DME_IT","BSA","Montichiari","VOR-DME",117700,45.4379997253418,10.315999984741211,332,"IT",117700,"124X",45.4378,10.3159,332,,1.204,"BOTH","LOW","LIPO"
86361,"Bose_VOR-DME_CN","BSE","Bose","VOR-DME",115900,23.895000457763672,106.64800262451172,520,"CN",115900,"106X",,,,,-1.336,"BOTH","HIGH",
86364,"Bisha_VORTAC_SA","BSH","Bisha","VORTAC",112300,19.977699279785156,42.62459945678711,3877,"SA",112300,"070X",,,,1.007,2.21,"BOTH","HIGH","OEBH"
86365,"Boursonne_VOR-DME_FR","BSN","Boursonne","VOR-DME",114850,49.18830108642578,3.0564699172973633,476,"FR",114850,"095Y",,,,,-0.53,"BOTH","HIGH",
86367,"Big_Sur_VORTAC_US","BSR","Big Sur","VORTAC",114000,36.18130111694336,-121.64199829101562,4085,"US",114000,"087X",,,,16.001,14.129,"BOTH","MEDIUM","HGT"
86368,"Basrah_VOR-DME_IQ","BSR","Basrah","VOR-DME",112300,30.525699615478516,47.68669891357422,15,"IQ",112300,"070X",,,,3.007,3.108,"LO","HIGH","ORMM"
86373,"Briggs_VOR-DME_US","BSV","Briggs","VOR-DME",112400,40.740699768066406,-81.43209838867188,1230,"US",112400,"071X",,,,-4.012,-7.587,"LO","MEDIUM","15G"
86375,"Berberati_VOR_CF","BT","Berberati","VOR",113900,4.229360103607178,15.78380012512207,1942,"CF",,,,,,,-1.061,"BOTH","HIGH","FEFT"
86376,"Le Bourget_VOR-DME_FR","BT","Le Bourget","VOR-DME",116100,48.9747009277,2.45516991615,200,"FR",108800,"025X",,,,,-1.035,"BOTH","HIGH","LFPB"
86384,"Bastia_VOR-DME_FR","BTA","Bastia","VOR-DME",114150,42.57360076904297,9.47482967376709,36,"FR",114150,"088Y",,,,0.007,1.094,"BOTH","HIGH","LFKB"
86386,"Chimbote_VOR_PE","BTE","Chimbote","VOR",112500,-9.147500038146973,-78.52189636230469,70,"PE",,,,,,1.007,0.194,"BOTH","HIGH","SPEO"
86387,"Batoh_VOR-DME_JP","BTE","Batoh","VOR-DME",109400,36.76839828491211,140.0330047607422,882,"JP",109400,"031X",,,,-7.011,-7.156,"BOTH","HIGH",
86389,"Battle_Ground_VORTAC_US","BTG","Battle Ground","VORTAC",116600,45.747798919677734,-122.59200286865234,253,"US",116600,"113X",45.7477,-122.592,253,21.001,17.067,"BOTH","HIGH",
86393,"Battle_Creek_VORTAC_US","BTL","Battle Creek","VORTAC",109400,42.30979919433594,-85.2522964477539,930,"US",109400,"031X",,,,-2.001,-5.155,"LO","LOW","KBTL"
86394,"Batam_VOR-DME_ID","BTM","Batam","VOR-DME",116000,1.1368800401687622,104.13300323486328,131,"ID",116000,"107X",,,,0.011,0.17,"BOTH","HIGH","WIDD"
86395,"Batna_VOR-DME_DZ","BTN","Batna","VOR-DME",115700,35.77149963378906,6.343790054321289,2786,"DZ",115700,"104X",,,,,0.266,"BOTH","HIGH","DABT"
86398,"Potou_VOR-DME_CN","BTO","Potou","VOR-DME",115900,38.108299255371094,116.5780029296875,50,"CN",115900,"106X",,,,,-5.553,"BOTH","HIGH",
86399,"Bonito_VOR-DME_HN","BTO","Bonito","VOR-DME",113500,15.736800193786621,-86.86399841308594,49,"HN",113500,"082X",,,,1.003,0.27,"BOTH","HIGH","MHLC"
86400,"Budiarto_VOR-DME_ID","BTO","Budiarto","VOR-DME",115800,-6.292479991912842,106.58300018310547,151,"ID",115800,"105X",,,,1.011,0.423,"BOTH","HIGH","WICB"
86401,"Baton_Rouge_VORTAC_US","BTR","Baton Rouge","VORTAC",116500,30.48509979248047,-91.29409790039062,20,"US",116500,"112X",,,,6.001,1.172,"BOTH","HIGH","KBTR"
86404,"Bettles_VOR-DME_US","BTT","Bettles","VOR-DME",116000,66.90499877929688,-151.53599548339844,634,"US",116000,"107X",,,,27.001,21.396,"BOTH","HIGH","PABT"
86406,"Burlington_VORTAC_US","BTV","Burlington","VORTAC",117500,44.397098541259766,-73.18260192871094,420,"US",117500,"122X",,,,-15.004,-15,"LO","MEDIUM","KBTV"
86407,"Beatty_VORTAC_US","BTY","Beatty","VORTAC",114700,36.80059814453125,-116.74800109863281,2925,"US",114700,"094X",,,,16.001,13.258,"BOTH","HIGH",
86408,"Biarritz_VOR-DME_FR","BTZ","Biarritz","VOR-DME",114150,43.46659851074219,-1.5102800130844116,233,"FR",114150,"088Y",,,,-3.007,-1.48,"BOTH","HIGH","LFBZ"
86420,"Buffalo_VOR-DME_US","BUA","Buffalo","VOR-DME",109400,45.55220031738281,-103.45600128173828,3020,"US",109400,"031X",,,,13.001,9.151,"TERMINAL","LOW",
86421,"Brussels_VOR-DME_BE","BUB","Brussels","VOR-DME",114600,50.9021987915,4.53806018829,187,"BE",114600,"093X",,,,-2.007,-0.335,"BOTH","HIGH","EBBR"
86423,"Buckeye_VOR_US","BUD","Buckeye","VOR",109800,40.616600036621094,-83.06379699707031,991,"US",,,,,,-5.001,-6.383,"TERMINAL","LOW",
86424,"Budapest_VOR-DME_HU","BUD","Budapest","VOR-DME",117300,47.450401306152344,19.249399185180664,531,"HU",117300,"120X",,,,4.007,3.238,"BOTH","HIGH","LHBP"
86427,"Buffalo_VOR-DME_US","BUF","Buffalo","VOR-DME",116400,42.92900085449219,-78.64630126953125,730,"US",116400,"111X",,,,-8.001,-10.486,"BOTH","HIGH","KBUF"
86428,"Bugac_VOR-DME_HU","BUG","Bugac","VOR-DME",113400,46.67770004272461,19.681699752807617,404,"HU",113400,"081X",,,,3.007,3.252,"RNAV","HIGH",
86431,"Budisavci_VOR-DME_RS","BUI","Budisavci","VOR-DME",115200,42.632999420166016,20.495800018310547,1575,"RS",115200,"099X",,,,2.007,3.134,"BOTH","HIGH",
86432,"Cubuk_VOR-DME_TR","BUK","Cubuk","VOR-DME",114300,40.24169921875,33.104698181152344,4068,"TR",114300,"090X",,,,3.007,4.365,"BOTH","HIGH","LTAC"
86435,"Butler_VORTAC_US","BUM","Butler","VORTAC",115900,38.272098541259766,-94.48819732666016,890,"US",115900,"106X",,,,7.001,2.549,"BOTH","HIGH",
86436,"Bunia_VOR_CD","BUN","Bunia","VOR",114000,1.5638799667358398,30.21660041809082,4045,"CD",,,,,,,0.505,"BOTH","HIGH","FZKA"
86437,"Bruno_VOR-DME_BE","BUN","Bruno","VOR-DME",110600,51.11859893798828,4.841939926147461,69,"BE",110600,"043X",,,,,-0.286,"LO","LOW","EBBR"
86438,"Buenaventura_VOR-DME_CO","BUN","Buenaventura","VOR-DME",112900,3.8255300521850586,-76.99539947509766,50,"CO",112900,"076X",,,,,-3.292,"BOTH","HIGH","SKBU"
86443,"U_Taphao_VOR-DME_TH","BUT","U Taphao","VOR-DME",110800,12.668399810791016,100.99700164794922,20,"TH",110800,"045X",,,,0.007,-0.302,"BOTH","HIGH","VTBU"
86445,"Burbun_VOR-DME_US","BUU","Burbun","VOR-DME",114500,42.689300537109375,-88.30180358886719,780,"US",114500,"092X",,,,-1.001,-2.424,"TERMINAL","LOW",
86446,"Buvis_VOR-DME_CO","BUV","Buvis","VOR-DME",116200,5.532219886779785,-73.85859680175781,9845,"CO",116200,"109X",,,,-4.007,-5.561,"BOTH","HIGH",
86448,"Bushehr_VOR-DME_IR","BUZ","Bushehr","VOR-DME",117450,28.951400756835938,50.82609939575195,24,"IR",117450,"121Y",,,,2.501,2.378,"BOTH","HIGH","OIBB"
86459,"Boa_Vista_VOR-DME_BR","BVI","Boa Vista","VOR-DME",113100,2.852169990539551,-60.686798095703125,274,"BR",113100,"078X",,,,-13.007,-14.137,"BOTH","HIGH","SBBV"
86463,"Bonneville_VORTAC_US","BVL","Bonneville","VORTAC",112300,40.72610092163086,-113.75700378417969,4220,"US",112300,"070X",,,,17.001,13.284,"BOTH","HIGH",
86465,"Bartlesville_VOR-DME_US","BVO","Bartlesville","VOR-DME",117900,36.83420181274414,-96.01830291748047,940,"US",117900,"126X",,,,8.001,4.041,"LO","MEDIUM",
86468,"Bhavnagar_VOR-DME_IN","BVR","Bhavnagar","VOR-DME",114100,21.750099182128906,72.18890380859375,20,"IN",114100,"088X",,,,0.011,-0.227,"BOTH","HIGH","VABV"
86469,"Byers_VOR-DME_US","BVR","Byers","VOR-DME",113500,39.76580047607422,-103.9280014038086,5252,"US",113500,"082X",,,,10.009,9.024,"BOTH","HIGH","8CO4"
86470,"Beauvais_VOR_FR","BVS","Beauvais","VOR",115900,49.4364013671875,2.1531898975372314,,"FR",,,,,,,-1.124,"BOTH","HIGH","LFOB"
86472,"Boiler_VORTAC_US","BVT","Boiler","VORTAC",115100,40.55609893798828,-87.06929779052734,750,"US",115100,"098X",,,,1.001,-3.185,"BOTH","HIGH","KLAF"
86481,"Bhairahawa_VOR-DME_NP","BWA","Bhairahawa","VOR-DME",114700,27.503299713134766,83.43280029296875,358,"NP",114700,"094X",,,,0.011,0.111,"BOTH","HIGH","VNBW"
86482,"Brownwood_VOR-DME_US","BWD","Brownwood","VOR-DME",108600,31.89259910583496,-98.9574966430664,1571,"US",108600,"023X",,,,8.012,5.544,"LO","MEDIUM",
86483,"Bowling_Green_VORTAC_US","BWG","Bowling Green","VORTAC",117900,36.9286994934082,-86.44339752197266,565,"US",117900,"126X",,,,2.001,-3.066,"BOTH","HIGH","KBWG"
86488,"Boles_VOR-DME_US","BWS","Boles","VOR-DME",109600,32.8213005065918,-106.01300048828125,4100,"US",109600,"033X",,,,11.001,9.198,"TERMINAL","MEDIUM","KALM"
86490,"Broadway_VOR-DME_US","BWZ","Broadway","VOR-DME",114200,40.79840087890625,-74.8218002319336,1048,"US",114200,"089X",,,,-11.002,-12.43,"BOTH","MEDIUM",
86497,"Buckeye_VORTAC_US","BXK","Buckeye","VORTAC",110600,33.45349884033203,-112.82499694824219,1060,"US",110600,"043X",,,,14.001,11.442,"BOTH","MEDIUM",
86499,"West_Branch_VOR-DME_US","BXZ","West Branch","VOR-DME",113200,44.242698669433594,-84.18350219726562,805,"US",113200,"079X",,,,-6.001,-6.44,"TERMINAL","LOW",
86504,"Burley_VOR-DME_US","BYI","Burley","VOR-DME",114100,42.5802001953125,-113.86599731445312,4230,"US",114100,"088X",,,,18.001,13.555,"BOTH","MEDIUM","KBYI"
86506,"Bonham_VORTAC_US","BYP","Bonham","VORTAC",114600,33.537498474121094,-96.23410034179688,700,"US",114600,"093X",,,,6.01,4.182,"BOTH","HIGH",
86508,"Brazzaville_Maya_Maya_VOR-DME_CG","BZ","Brazzaville Maya Maya","VOR-DME",113100,-4.245610237121582,15.263799667358398,1048,"CG",113100,"078X",,,,,-3.122,"BOTH","HIGH","FCBB"
86518,"Bard_VORTAC_US","BZA","Bard","VORTAC",116800,32.76810073852539,-114.60299682617188,130,"US",116800,"115X",,,,14.001,12.039,"BOTH","HIGH",
86519,"Belize_VOR-DME_BZ","BZE","Belize","VOR-DME",114300,17.54010009765625,-88.31549835205078,39,"BZ",114300,"090X",,,,-2.007,0.598,"BOTH","HIGH","MZBZ"
86523,"Barretts_Mt_VOR-DME_US","BZM","Barretts Mt","VOR-DME",110800,35.868900299072266,-81.2405014038086,1880,"US",110800,"045X",,,,-6.001,-6.528,"LO","MEDIUM","KHKY"
86525,"Bozeman_VOR-DME_US","BZN","Bozeman","VOR-DME",112400,45.78390121459961,-111.15499877929688,4430,"US",112400,"071X",,,,18.001,13.342,"LO","HIGH","KBZN"
86552,"Cabanatuan_VOR-DME_PH","CAB","Cabanatuan","VOR-DME",112700,15.4822998046875,121.02400207519531,177,"PH",112700,"074X",,,,0.007,-1.303,"BOTH","HIGH",
86553,"Catbi_VOR-DME_VN","CAB","Catbi","VOR-DME",115100,20.818199157714844,106.72799682617188,54,"VN",115100,"098X",,,,-1.011,-1.139,"BOTH","HIGH","VVCI"
86557,"Columbia_VORTAC_US","CAE","Columbia","VORTAC",114700,33.8572998046875,-81.05390167236328,400,"US",114700,"094X",,,,-2.001,-6.34,"BOTH","HIGH",
86560,"Caiguna_VOR-DME_AU","CAG","Caiguna","VOR-DME",112500,-32.263301849365234,125.49600219726562,370,"AU",112500,"072X",-32.2636,125.496,370,1.007,2.324,"BOTH","HIGH",
86561,"Cagliari_VOR-DME_IT","CAG","Cagliari","VOR-DME",113400,39.249000549316406,9.05408000946045,13,"IT",113400,"081X",39.2489,9.05397,13,,1.028,"LO","MEDIUM","LIEE"
86563,"Cairo_VOR-DME_EG","CAI","Cairo","VOR-DME",112500,30.152000427246094,31.423900604248047,200,"EG",112500,"072X",,,,3.005,3.209,"BOTH","HIGH","HECA"
86565,"Chekka_VOR-DME_LB","CAK","Chekka","VOR-DME",116200,34.29899978637695,35.69969940185547,725,"LB",116200,"109X",,,,2.007,3.583,"BOTH","HIGH",
86566,"Calamarca_VOR-DME_BO","CAL","Calamarca","VOR-DME",114100,-16.879199981689453,-68.0802993774414,13412,"BO",114100,"088X",,,,,-5.402,"BOTH","HIGH",
86567,"Calabar_VOR-DME_NG","CAL","Calabar","VOR-DME",114100,4.921870231628418,8.320039749145508,211,"NG",114100,"088X",,,,,-2.406,"LO","HIGH","DNCA"
86569,"Cambridge_VOR-DME_US","CAM","Cambridge","VOR-DME",115000,42.994300842285156,-73.34400177001953,1490,"US",115000,"097X",,,,-14.001,-14.221,"BOTH","MEDIUM",
86573,"Caen_VOR_FR","CAN","Caen","VOR",114450,49.173195,-0.455282,256,"FR",,,,,,-4,-2,"BOTH","HIGH","LFRK"
86576,"Carnarvon_VOR-DME_AU","CAR","Carnarvon","VOR-DME",113000,-24.881900787353516,113.6729965209961,13,"AU",113000,"077X",-24.8819,113.673,23,0.007,-0.104,"BOTH","HIGH","YCAR"
86577,"Concepcion_VOR-DME_CL","CAR","Concepcion","VOR-DME",114300,-36.75550079345703,-73.0531005859375,7,"CL",114300,"090X",,,,9.007,7.166,"BOTH","HIGH","SCIE"
86578,"Carbonara_VOR-DME_IT","CAR","Carbonara","VOR-DME",115100,39.11140060424805,9.508060455322266,167,"IT",115100,"098X",,,,0.007,1.08,"RNAV","HIGH",
86584,"Cascais_VOR-DME_PT","CAS","Cascais","VOR-DME",114300,38.74829864501953,-9.361940383911133,326,"PT",114300,"090X",,,,,-4.039,"BOTH","HIGH","LPCS"
86586,"Catamarca_VOR-DME_AR","CAT","Catamarca","VOR-DME",114300,-28.583599090576172,-65.74669647216797,1522,"AR",114300,"090X",,,,-1.007,-3.219,"BOTH","HIGH","SANC"
86587,"El_Salvador_VOR-DME_SV","CAT","El Salvador","VOR-DME",117500,13.441399574279785,-89.04779815673828,114,"SV",117500,"122X",,,,3.002,2.009,"BOTH","HIGH","MSLP"
86588,"Catania_VOR-DME_IT","CAT","Catania","VOR-DME",112100,37.456199645996094,14.969300270080566,217,"IT",112100,"058X",,,,2.007,2.016,"RNAV","HIGH","LICZ"
86593,"Vatry_VOR-DME_FR","CAV","Vatry","VOR-DME",111650,48.78110122680664,4.146940231323242,538,"FR",111650,"053Y",,,,,-0.298,"LO","MEDIUM","LFOK"
86596,"Caxias_VOR-DME_BR","CAX","Caxias","VOR-DME",113000,-22.77630043029785,-43.33319854736328,56,"BR",113000,"077X",,,,,-21.339,"BOTH","HIGH","SBGL"
86600,"Canberra_VOR-DME_AU","CB","Canberra","VOR-DME",116700,-35.28139877319336,149.1959991455078,1910,"AU",116700,"114X",,,,12.007,12.257,"BOTH","HIGH","YSCB"
86608,"Cordoba_VOR-DME_AR","CBA","Cordoba","VOR-DME",114500,-31.31329917907715,-64.20359802246094,1588,"AR",114500,"092X",,,,-2.007,-3.3,"BOTH","HIGH","SACO"
86609,"Cochabamba_VOR-DME_BO","CBA","Cochabamba","VOR-DME",112100,-17.421300888061523,-66.17900085449219,8360,"BO",112100,"058X",,,,-4.007,-7.079,"BOTH","HIGH","SLCB"
86610,"Casablanca_VOR-DME_MA","CBA","Casablanca","VOR-DME",116900,33.52149963378906,-7.677189826965332,365,"MA",116900,"116X",,,,-5.007,-3.184,"BOTH","HIGH","MA-0012"
86615,"Cabo_Codera_VOR-DME_VE","CBC","Cabo Codera","VOR-DME",113500,10.57699966430664,-66.04840087890625,3,"VE",113500,"082X",,,,-10.007,-11.437,"BOTH","HIGH","SVHG"
86617,"Chubu_VOR-DME_JP","CBE","Chubu","VOR-DME",117800,34.858001708984375,136.80299377441406,39,"JP",117800,"125X",,,,,-6.59,"BOTH","HIGH","RJGG"
86621,"Chah_Bahar_VORTAC_IR","CBH","Chah Bahar","VORTAC",116900,25.44540023803711,60.42129898071289,50,"IR",116900,"116X",,,,1.001,1.01,"BOTH","HIGH","OIZC"
86622,"Ciudad_Bolivar_VOR-DME_VE","CBL","Ciudad Bolivar","VOR-DME",115100,8.124190330505371,-63.53139877319336,197,"VE",115100,"098X",,,,-11.007,-12.572,"BOTH","HIGH","SVCB"
86625,"Caledonia_VORTAC_US","CBM","Caledonia","VORTAC",115200,33.64149856567383,-88.4384994506836,220,"US",115200,"099X",,,,0.009,-1.042,"TERMINAL","LOW","KCBM"
86626,"Cap_Bon_VOR_TN","CBN","Cap Bon","VOR",112700,36.895599365234375,11.088299751281738,,"TN",,,,,,0.007,1.219,"BOTH","HIGH",
86630,"Chambery_VOR-DME_FR","CBY","Chambery","VOR-DME",115400,45.881900787353516,5.757309913635254,4783,"FR",115400,"101X",,,,,0.098,"LO","MEDIUM",
86631,"Cocos_(Keeling)_Island_VOR-DME_CC","CC","Cocos (Keeling) Island","VOR-DME",114100,-12.200599670410156,96.84089660644531,10,"CC",114100,"088X",-12.2004,96.8411,10,-3.007,-2.404,"BOTH","HIGH","YPCC"
86638,"Coimbatore_VOR-DME_IN","CCB","Coimbatore","VOR-DME",112900,11.03380012512207,77.04810333251953,1319,"IN",112900,"076X",,,,-2.011,-2.092,"BOTH","HIGH","VOCB"
86639,"Calverton_VOR-DME_US","CCC","Calverton","VOR-DME",117200,40.92959976196289,-72.79889678955078,86,"US",117200,"119X",,,,-13.004,-13.576,"LO","MEDIUM",
86645,"Cochin_VOR-DME_IN","CCN","Cochin","VOR-DME",114600,9.944680213928223,76.27290344238281,8,"IN",114600,"093X",,,,-2.011,-2.211,"BOTH","HIGH","VOCC"
86646,"Concord_VOR-DME_US","CCR","Concord","VOR-DME",117000,38.044898986816406,-122.04499816894531,5,"US",117000,"117X",,,,17.001,14.461,"LO","LOW",
86647,"Caceres_VOR-DME_ES","CCS","Caceres","VOR-DME",114200,39.52450180053711,-6.43474006652832,1394,"ES",114200,"089X",39.5246,-6.43468,1394,-4.007,-3.062,"BOTH","HIGH",
86648,"Central_City_VORTAC_US","CCT","Central City","VORTAC",109800,37.38240051269531,-87.26370239257812,450,"US",109800,"035X",,,,-1.001,-2.327,"LO","MEDIUM",
86649,"Cape_Charles_VORTAC_US","CCV","Cape Charles","VORTAC",112200,37.34749984741211,-75.9977035522461,10,"US",112200,"059X",,,,-10.001,-10.561,"LO","MEDIUM",
86655,"Codan_VOR-DME_DK","CDA","Codan","VOR-DME",114900,55.00149917602539,12.379199981689453,90,"DK",114900,"096X",,,,2.008,1.532,"RNAV","HIGH",
86656,"Cold_Bay_VORTAC_US","CDB","Cold Bay","VORTAC",112600,55.267398834228516,-162.7740020751953,97,"US",112600,"073X",,,,14.001,13.27,"BOTH","HIGH","PACD"
86657,"Cordoba_VOR-DME_ES","CDB","Cordoba","VOR-DME",112400,37.84590148925781,-4.844979763031006,325,"ES",112400,"071X",37.8459,-4.84491,325,,-2.296,"LO","HIGH","LEBA"
86658,"Caraffa_VORTAC_IT","CDC","Caraffa","VORTAC",117300,38.75590133666992,16.36910057067871,3273,"IT",117300,"120X",,,,1.007,2.186,"BOTH","HIGH",
86659,"Cedar_City_VOR-DME_US","CDC","Cedar City","VOR-DME",117300,37.78730010986328,-113.06800079345703,5464,"US",117300,"120X",,,,16.001,12.382,"BOTH","HIGH","KCDC"
86665,"Punta_Caucedo_VOR-DME_DO","CDO","Punta Caucedo","VOR-DME",114700,18.432899475097656,-69.66729736328125,77,"DO",114700,"094X",,,,-8.007,-10.404,"BOTH","HIGH","MDSD"
86666,"Caicara_Del_Orinoco_VOR-DME_VE","CDO","Caicara Del Orinoco","VOR-DME",112300,7.628330230712891,-66.15779876708984,146,"VE",112300,"070X",,,,-9.007,-11.2,"BOTH","HIGH","SVCD"
86669,"Capdepera_VOR-DME_ES","CDP","Capdepera","VOR-DME",112900,39.69770050048828,3.4343700408935547,778,"ES",112900,"076X",39.6975,3.43406,778,-1.507,-0.126,"BOTH","HIGH",
86670,"Concepcion_VOR-DME_MX","CDR","Concepcion","VOR-DME",117100,24.159700393676758,-101.48799896240234,6217,"MX",117100,"118X",,,,9.007,6.548,"BOTH","HIGH",
86671,"Chadron_VOR-DME_US","CDR","Chadron","VOR-DME",113400,42.558799743652344,-103.31199645996094,4630,"US",113400,"081X",,,,13.001,8.551,"LO","MEDIUM",
86672,"Childress_VORTAC_US","CDS","Childress","VORTAC",117600,34.36909866333008,-100.28900146484375,1920,"US",117600,"123X",,,,10.012,6.422,"LO","MEDIUM",
86681,"Kolkata_VOR-DME_IN","CEA","Kolkata","VOR-DME",112500,22.645200729370117,88.4529037475586,17,"IN",112500,"072X",,,,0.011,-0.329,"BOTH","HIGH","VECC"
86682,"Crescent_City_VORTAC_US","CEC","Crescent City","VORTAC",109000,41.779598236083984,-124.24099731445312,50,"US",109000,"027X",,,,19.001,16.088,"BOTH","MEDIUM","KCEC"
86683,"Westover_VORTAC_US","CEF","Westover","VORTAC",114000,42.1974983215332,-72.52629852294922,241,"US",114000,"087X",,,,-14.001,-14.327,"TERMINAL","MEDIUM","KCEF"
86687,"Cencun_VOR-DME_CN","CEN","Cencun","VOR-DME",114600,23.149999618530273,113.41699981689453,342,"CN",114600,"093X",,,,,-2.194,"BOTH","HIGH","ZGGG"
86688,"Obregon_VOR-DME_MX","CEN","Obregon","VOR-DME",115100,27.394800186157227,-109.83699798583984,205,"MX",115100,"098X",,,,11.006,9.567,"BOTH","HIGH","MMCN"
86695,"Crestview_VORTAC_US","CEW","Crestview","VORTAC",115900,30.826200485229492,-86.6791000366211,255,"US",115900,"106X",,,,3.001,-1.562,"BOTH","HIGH",
86696,"Cortez_VOR-DME_US","CEZ","Cortez","VOR-DME",108400,37.389801025390625,-108.56199645996094,6223,"US",108400,"021X",,,,14.001,10.572,"LO","MEDIUM",
86697,"Makoua_VOR_CG","CF","Makoua","VOR",112500,-0.0215000007301569,15.57919979095459,1289,"CG",,,,,,,-2,"BOTH","HIGH",
86700,"Clermont_VOR-DME_FR","CFA","Clermont","VOR-DME",114350,45.787498474121094,3.192189931869507,1093,"FR",114350,"090Y",,,,,-0.333,"BOTH","HIGH","LFLC"
86701,"Binghamton_VORTAC_US","CFB","Binghamton","VORTAC",112200,42.157501220703125,-76.1364974975586,1570,"US",112200,"059X",,,,-10.004,-12.193,"BOTH","MEDIUM","KBGM"
86702,"Cranfield_VOR_GB","CFD","Cranfield","VOR",116500,52.07419967651367,-0.6107919812202454,357,"GB",,,,,,-4.001,-2.331,"BOTH","HIGH","EGTC"
86710,"Coolangatta_VOR-DME_AU","CG","Coolangatta","VOR-DME",112300,-28.168899536132812,153.50399780273438,33,"AU",112300,"070X",,,,11.007,11.269,"BOTH","HIGH","YBCG"
86721,"Grayling_VOR_US","CGG","Grayling","VOR",109800,44.68159866333008,-84.72889709472656,1153,"US",,,,,,-6.009,-6.233,"TERMINAL","MEDIUM",
86722,"Cape_Girardeau_VOR-DME_US","CGI","Cape Girardeau","VOR-DME",112900,37.227500915527344,-89.57240295410156,340,"US",112900,"076X",,,,1.001,-0.425,"LO","MEDIUM","KCGI"
86725,"Charles de Gaulle_VOR-DME_FR","CGN","Charles de Gaulle","VOR-DME",115350,49.019901275634766,2.500109910964966,356,"FR",115350,"100Y",,,,,-1.029,"TERMINAL","HIGH","LFPG"
86726,"Congonhas_VOR-DME_BR","CGO","Congonhas","VOR-DME",116900,-23.627500534057617,-46.654701232910156,2631,"BR",116900,"116X",,,,-19.007,-19.515,"BOTH","HIGH","SBSP"
86727,"Zhengzhou_VOR-DME_CN","CGO","Zhengzhou","VOR-DME",114500,34.51499938964844,113.84300231933594,495,"CN",114500,"092X",,,,,-4.286,"BOTH","HIGH","ZHCC"
86728,"Cagayan_De_Oro_VOR-DME_PH","CGO","Cagayan De Oro","VOR-DME",113300,8.415690422058105,124.60900115966797,601,"PH",113300,"080X",,,,0.007,-0.057,"BOTH","HIGH","RPML"
86731,"Campo_Grande_VOR-DME_BR","CGR","Campo Grande","VOR-DME",115700,-20.468799591064453,-54.6702995300293,1833,"BR",115700,"104X",,,,-14.007,-15.354,"BOTH","HIGH","SBCG"
86733,"Cagnes_Sur_Mer_VOR-DME_FR","CGS","Cagnes Sur Mer","VOR-DME",109200,43.645198822021484,7.1459197998046875,13,"FR",109200,"029X",,,,,0.364,"LO","MEDIUM","LFMN"
86734,"Chicago_Heights_VORTAC_US","CGT","Chicago Heights","VORTAC",114200,41.5099983215332,-87.57150268554688,630,"US",114200,"089X",,,,2.001,-3.051,"LO","MEDIUM",
